"Id","SalePrice"
1601,108451.24648372
1602,122892.683899359
1603,115865.520513866
1604,276759.606179109
1605,232016.640637964
1606,164412.746724096
1607,121991.497262288
1608,217991.834491984
1609,191646.40189415
1610,149417.759546602
1611,133577.059836788
1612,164142.306801345
1613,153845.292457283
1614,181175.843544212
1615,115798.824910593
1616,111304.18445093
1617,125441.046583492
1618,112101.002853081
1619,148151.359955873
1620,154377.582101261
1621,142238.24875309
1622,143620.87702487
1623,269123.245820753
1624,242163.965086693
1625,131011.855183376
1626,190841.556943896
1627,181647.197140403
1628,291551.882655572
1629,173007.610562514
1630,252725.426736603
1631,148147.047485591
1632,205646.636572108
1633,205166.920696237
1634,209745.332935677
1635,195288.258154708
1636,169715.043607202
1637,188543.858163705
1638,205244.955336138
1639,166113.499028063
1640,217827.358639553
1641,175163.252059434
1642,243483.337465192
1643,225734.017076451
1644,231155.58643207
1645,199694.810734765
1646,168792.881885789
1647,142936.318232546
1648,120430.366668041
1649,142308.800812544
1650,118983.963074153
1651,112637.84925321
1652,159421.239226609
1653,150630.570841817
1654,154298.87845417
1655,148259.015836823
1656,153686.925032608
1657,148774.899125862
1658,195182.49202306
1659,120789.943105134
1660,208951.286982567
1661,360904.125573045
1662,263146.672798441
1663,286276.973751989
1664,346830.772554696
1665,250893.982972978
1666,305569.382935952
1667,266604.404007621
1668,267122.810066433
1669,250527.090848058
1670,265924.964170818
1671,268830.708016275
1672,318218.758672495
1673,255081.733329167
1674,249067.655363184
1675,247308.739144556
1676,239475.679882387
1677,239243.762529004
1678,349631.666490739
1679,314392.954828162
1680,261341.910832456
1681,262499.697825684
1682,285127.091842484
1683,224331.356377846
1684,221663.307455977
1685,224728.497793224
1686,213053.151568313
1687,222679.254604882
1688,240821.666666727
1689,228272.426054841
1690,229782.331331905
1691,226895.280933473
1692,245060.400686991
1693,208343.798678228
1694,176040.805907908
1695,164497.093526894
1696,268264.849584107
1697,158874.84516959
1698,292021.200893474
1699,296151.01290802
1700,269541.555035623
1701,274627.081856579
1702,223427.787255646
1703,239551.487011665
1704,259145.33631322
1705,242268.150034606
1706,317534.882706808
1707,195749.679709175
1708,195376.644392315
1709,230254.875834103
1710,232090.229174836
1711,253746.135177478
1712,236642.544162492
1713,239936.080601683
1714,207198.464700055
1715,214520.718023687
1716,184422.091420351
1717,185615.059667796
1718,136830.36489686
1719,236533.417408431
1720,254018.96426908
1721,180773.005558154
1722,137019.610032662
1723,154826.446662552
1724,207125.46486686
1725,254395.459761761
1726,209581.58523665
1727,192242.752229223
1728,207730.07329929
1729,155940.392960052
1730,176742.828671655
1731,107296.282221552
1732,118304.632611511
1733,127235.24707765
1734,122937.572059628
1735,182110.538344833
1736,119468.793230115
1737,289226.502053829
1738,249314.720974531
1739,245417.894719457
1740,235450.034959782
1741,245590.561541956
1742,242901.342564585
1743,217965.84964496
1744,295265.918850575
1745,191869.668931965
1746,208764.176838317
1747,207238.943989371
1748,218450.861721313
1749,169913.947217779
1750,148679.035187329
1751,244965.489253493
1752,136526.974592545
1753,118004.334004951
1754,189949.672021076
1755,207269.032604806
1756,133573.61439994
1757,110781.401610016
1758,166150.383843153
1759,143710.77419542
1760,182883.062444463
1761,169476.485945457
1762,170190.818389053
1763,200261.921057098
1764,120518.295489909
1765,171549.688904885
1766,160136.76361031
1767,209892.479796961
1768,184109.984670383
1769,169521.076203392
1770,178733.267459894
1771,125597.153195125
1772,139202.952466488
1773,149708.27702923
1774,178113.79440382
1775,127644.851022267
1776,118952.203986066
1777,117367.330972553
1778,180937.324406277
1779,144135.203235378
1780,159521.286343682
1781,125677.164224253
1782,112427.932270176
1783,142266.163877424
1784,155258.711015407
1785,128456.738760033
1786,148259.970045381
1787,187700.79347308
1788,141623.901493579
1789,130422.953484581
1790,103445.673824898
1791,194008.803242864
1792,147062.792004598
1793,155685.821872527
1794,175589.464235744
1795,126716.428522759
1796,174808.422340484
1797,129897.586548191
1798,118950.133867358
1799,111989.43546019
1800,133804.320539726
1801,118087.871463249
1802,112434.772521689
1803,167430.683779491
1804,167417.397767117
1805,147214.912891453
1806,142778.121511936
1807,139222.210655422
1808,134213.367854126
1809,152086.878262137
1810,142512.445150786
1811,132890.358804703
1812,124947.702437951
1813,120993.768561634
1814,112520.300391995
1815,111926.583080771
1816,157629.972691197
1817,185072.860964556
1818,160879.676738091
1819,164050.202440768
1820,117933.201111508
1821,111250.315839133
1822,151132.200589404
1823,108978.112337612
1824,151255.641929339
1825,138194.857833259
1826,166305.650490797
1827,104885.19943319
1828,139358.969777662
1829,114598.336263064
1830,132969.770542835
1831,120308.523535143
1832,123836.349209164
1833,138111.183729645
1834,145210.594128044
1835,139090.852603075
1836,115989.53944622
1837,148944.676855066
1838,122337.943952477
1839,123270.142785747
1840,152934.974359545
1841,162937.095633314
1842,120984.484307591
1843,161480.604002564
1844,176389.905297409
1845,146694.099633026
1846,155441.941051308
1847,171745.803151899
1848,113210.221991576
1849,124445.66374534
1850,116922.926695118
1851,160822.376079658
1852,138691.244268049
1853,202327.734101179
1854,192634.963704451
1855,207588.731519021
1856,235601.433187826
1857,204467.236315472
1858,141406.547815531
1859,123607.197515876
1860,206426.823358441
1861,123512.575094196
1862,228675.026773368
1863,228384.495939211
1864,228387.240995612
1865,287253.013868578
1866,297065.159531762
1867,218394.083507262
1868,287694.399704083
1869,228421.936176936
1870,224488.100007779
1871,249896.894536462
1872,224559.036996428
1873,236656.538142947
1874,141538.63621464
1875,156524.030356553
1876,191366.029822339
1877,219399.251020403
1878,230247.984418867
1879,138432.858550665
1880,127037.586315085
1881,224156.701999058
1882,254767.150872337
1883,208780.668420376
1884,213398.275733913
1885,278411.287983805
1886,276899.383441222
1887,242395.699903185
1888,254130.026439861
1889,222779.160079437
1890,126896.925855452
1891,166635.646663648
1892,108915.391743784
1893,147252.297246836
1894,111625.348367785
1895,163607.617084795
1896,157797.744189972
1897,183732.395067588
1898,135196.938167069
1899,178911.575880953
1900,135871.565227184
1901,166612.830851042
1902,131465.143939961
1903,171427.524575108
1904,137182.599193528
1905,152074.29683637
1906,150692.277676357
1907,215307.946615999
1908,133626.897321437
1909,184175.666956853
1910,155164.707844322
1911,187101.448987061
1912,239777.183929146
1913,151396.333467497
1914,102508.777718532
1915,281616.086457787
1916,118825.32293146
1917,239185.096800685
1918,148096.796877693
1919,179840.775343368
1920,127073.276480465
1921,287285.48204934
1922,282100.574548971
1923,200466.4664767
1924,242902.093041931
1925,211793.676868139
1926,301674.341822414
1927,157727.858087106
1928,158261.197540004
1929,125753.456899809
1930,133246.562339325
1931,154568.092628777
1932,139802.459424203
1933,242504.988687695
1934,171546.519459883
1935,186654.65215713
1936,188889.536845974
1937,170989.27745517
1938,192770.102990024
1939,227066.0088617
1940,194866.035850365
1941,167362.616852997
1942,195908.824593245
1943,238669.32571259
1944,284898.183142069
1945,294350.068203011
1946,152207.981944358
1947,276644.069382542
1948,148842.152802436
1949,233050.736396027
1950,189109.467190819
1951,273587.963936904
1952,235922.370287668
1953,238644.032227566
1954,182075.816657362
1955,122443.864896192
1956,293448.496150182
1957,143600.466329268
1958,286972.229220929
1959,133897.555102648
1960,131223.673158563
1961,113694.835322742
1962,150378.956233528
1963,161254.720139979
1964,152359.685123898
1965,141907.06721464
1966,125538.057867104
1967,243444.95503825
1968,326542.398804329
1969,310898.75853597
1970,313771.923337831
1971,331151.099631329
1972,296871.060260794
1973,247072.313949007
1974,268703.908806019
1975,361662.439763258
1976,278665.524374926
1977,355673.083997536
1978,283722.312576442
1979,267624.077624072
1980,222085.772277051
1981,304563.161995993
1982,237163.446095382
1983,226649.152398752
1984,216057.622682534
1985,265785.673759221
1986,230821.069632147
1987,235595.474168281
1988,220452.775346013
1989,225719.321558325
1990,248451.393647581
1991,239020.745244153
1992,275782.586514953
1993,220896.662776215
1994,230307.691577767
1995,168381.76755299
1996,342091.476121272
1997,263467.65040064
1998,288809.360150975
1999,265557.37073277
2000,283341.19549142
2001,271855.265677967
2002,236622.140790473
2003,241541.069410311
2004,272788.457298591
2005,222521.641090841
2006,195130.367548796
2007,242136.111197618
2008,224249.623715783
2009,214268.652662344
2010,220492.510122512
2011,149451.535810524
2012,194376.925682568
2013,216239.416248206
2014,227226.501942507
2015,232699.75273655
2016,215729.006211904
2017,216380.760040219
2018,147417.768219435
2019,153817.412526972
2020,121550.612833928
2021,124239.815736486
2022,179769.310370332
2023,145642.213842691
2024,292944.414084144
2025,318653.711438533
2026,191465.066948181
2027,198622.91380277
2028,190011.592324649
2029,164058.035756682
2030,257992.322826616
2031,248553.008892105
2032,236583.449378964
2033,258145.805475591
2034,217696.823410868
2035,221301.678635974
2036,240539.371182878
2037,243116.738972495
2038,241353.762091098
2039,243899.934676638
2040,331107.87935544
2041,227955.259818578
2042,207954.262027415
2043,138808.43891936
2044,146390.827165559
2045,163634.041829028
2046,110294.988265355
2047,139847.272917742
2048,149482.83116877
2049,110867.536678275
2050,151068.936516184
2051,126029.471307292
2052,120022.934256681
2053,148442.981704244
2054,129571.524168249
2055,172455.028832754
2056,155641.082002726
2057,135785.410412328
2058,255908.771926106
2059,174538.656905381
2060,157325.95378817
2061,175361.056242961
2062,131811.111974578
2063,137266.455751569
2064,123062.767789528
2065,124364.312767035
2066,189121.646172566
2067,147442.405168405
2068,111508.013578011
2069,113197.096656562
2070,122263.302584369
2071,149959.841442704
2072,137758.667628342
2073,148881.943024262
2074,159697.458869783
2075,174012.114674188
2076,138506.283241921
2077,155298.942759581
2078,120136.668865463
2079,123263.695859818
2080,104131.089476194
2081,130888.003966187
2082,109004.769421131
2083,127739.676294406
2084,111740.416806135
2085,113358.972721428
2086,116451.270623926
2087,113966.052444028
2088,127880.377395956
2089,111087.63760956
2090,173944.209941977
2091,116305.565797149
2092,120602.05273002
2093,171194.197868801
2094,172832.352517545
2095,163329.594387449
2096,102726.368462524
2097,136362.066612795
2098,146260.554344769
2099,102170.189794372
2100,113573.766839355
2101,132493.7129059
2102,120768.166371504
2103,110353.919636808
2104,139082.640440287
2105,180975.982615179
2106,125681.696818772
2107,153211.57407781
2108,126642.451636933
2109,104940.037390431
2110,166558.676299383
2111,143766.685837375
2112,136907.264130459
2113,139129.735708752
2114,115092.919205021
2115,162050.489546846
2116,122584.740475465
2117,127536.07301499
2118,134919.054706043
2119,104006.270190581
2120,148017.702458288
2121,121563.857233146
2122,125403.219186633
2123,119245.95291698
2124,147492.507934446
2125,125334.277410401
2126,139383.35162143
2127,145183.676303641
2128,162078.178416989
2129,140444.413505594
2130,125584.073644742
2131,126680.847236492
2132,114977.978875695
2133,105707.786105272
2134,142020.018370559
2135,114831.955104059
2136,127585.402040795
2137,141248.402208969
2138,146099.276202193
2139,147840.320432299
2140,150590.201122323
2141,181552.467370248
2142,155240.789758394
2143,136426.596711275
2144,144079.419808386
2145,148212.533363934
2146,171248.425880727
2147,195577.112695193
2148,148874.855904209
2149,166925.190554153
2150,198516.075696335
2151,137791.505043681
2152,194236.718521138
2153,168416.159764857
2154,133263.890800425
2155,175975.203182618
2156,274210.952748427
2157,255600.110461385
2158,237987.931437063
2159,228249.989662264
2160,221943.436678353
2161,232112.294479435
2162,347305.782650049
2163,296622.955822663
2164,277404.601591376
2165,172726.748819454
2166,135043.00015277
2167,233845.790851083
2168,195438.623329516
2169,229731.025423272
2170,222149.289819375
2171,154350.88277271
2172,147408.315256352
2173,124585.839132038
2174,247815.030300718
2175,257983.99932814
2176,287628.310637742
2177,234594.910462099
2178,241638.624912485
2179,220852.639793765
2180,187109.46068334
2181,194700.356077062
2182,215287.386526429
2183,196865.244082657
2184,124091.764870672
2185,179930.111789874
2186,146313.319432706
2187,149348.11432569
2188,157466.012233469
2189,195082.922193544
2190,119840.333251774
2191,115404.307172249
2192,116460.400744032
2193,143358.848618784
2194,114810.285750835
2195,146010.768999671
2196,125757.61216392
2197,141897.341267861
2198,147242.673296571
2199,167821.080014724
2200,140795.718821896
2201,127504.152433289
2202,215230.292562336
2203,147795.589918491
2204,165098.973662791
2205,113674.529245648
2206,161908.414682029
2207,183383.497713244
2208,200838.212852495
2209,180764.202434975
2210,144265.994968575
2211,107584.991587477
2212,119363.319407024
2213,115979.006511164
2214,159737.957470417
2215,109981.438078255
2216,156349.209735448
2217,131109.128871115
2218,123067.184363137
2219,127940.032056722
2220,127341.725935543
2221,283028.715160122
2222,281250.138324477
2223,273830.665421025
2224,193874.364330325
2225,142056.691345602
2226,174820.000905835
2227,248335.49072852
2228,262088.581557653
2229,241407.2679481
2230,149896.950289996
2231,216971.534863796
2232,153396.250806992
2233,234246.699311965
2234,250867.5575588
2235,219378.48677191
2236,229934.798852433
2237,304145.778987861
2238,202379.293021857
2239,118189.50087525
2240,168662.548526011
2241,155532.454890923
2242,141452.65925719
2243,161110.928515221
2244,143522.971047154
2245,179574.843937474
2246,145154.399609272
2247,118387.256328082
2248,122699.322108063
2249,139843.635277296
2250,123230.932773893
2251,123956.355055757
2252,173072.228564742
2253,163852.021514056
2254,175727.954959068
2255,183980.806081972
2256,212596.460636353
2257,182902.09953272
2258,159122.739287012
2259,169818.58465106
2260,156729.787963205
2261,191898.999428822
2262,247754.0586414
2263,279216.11473935
2264,324326.000579125
2265,169328.792733037
2266,269986.094353631
2267,353353.891210893
2268,288759.838147923
2269,125012.333844786
2270,245537.882656629
2271,191474.069819851
2272,239968.803370115
2273,167081.532899431
2274,182676.874740944
2275,162605.25324458
2276,213134.729000785
2277,162158.520872338
2278,119608.821212518
2279,146944.616932153
2280,119101.101346937
2281,213420.234944733
2282,223287.02036314
2283,168722.062466012
2284,160475.982577851
2285,128447.411881492
2286,120253.382579985
2287,298357.684458113
2288,246810.086587922
2289,266498.139992278
2290,326874.925942461
2291,264989.401911074
2292,324089.168912382
2293,337060.385073073
2294,303511.503223184
2295,342277.892107557
2296,211576.30069369
2297,307628.460813029
2298,293401.279298424
2299,294511.670843302
2300,283216.444524185
2301,273219.744077163
2302,236864.802611338
2303,216069.647540375
2304,206566.751591712
2305,242707.396381324
2306,245151.397030358
2307,247361.09401346
2308,225479.71467956
2309,266984.867802647
2310,224822.685786389
2311,245346.206193601
2312,191453.370875036
2313,222758.541822562
2314,175207.198263315
2315,222613.685825686
2316,221237.422149668
2317,173434.159625322
2318,210797.956550272
2319,205901.7876057
2320,191202.886080455
2321,260086.618041109
2322,213010.422061028
2323,228677.855041622
2324,222307.164115023
2325,214727.931410377
2326,219680.287193126
2327,230844.287356174
2328,241315.801939307
2329,175898.824334455
2330,171372.41830178
2331,315071.919931462
2332,319595.129072323
2333,255181.744336942
2334,261165.405525858
2335,266600.922704178
2336,304281.838074683
2337,187442.075109393
2338,241602.460744965
2339,236897.171680765
2340,318023.121836072
2341,204085.952111514
2342,221956.443613455
2343,240500.124071071
2344,214500.656411942
2345,206252.368728601
2346,193223.804565767
2347,192678.74192965
2348,220048.192135068
2349,193037.663871541
2350,253900.235733567
2351,218960.978869235
2352,242655.701240473
2353,273674.943743532
2354,118098.343517506
2355,172751.8008937
2356,200057.002510731
2357,207979.287520603
2358,217783.786232366
2359,167655.548654542
2360,113546.432509878
2361,127672.981588089
2362,270795.206385297
2363,170623.570835916
2364,183969.016447117
2365,226809.178849845
2366,194036.247845752
2367,196579.349721134
2368,225498.360456295
2369,193008.630812439
2370,191180.355838174
2371,216816.457023257
2372,181311.955059201
2373,249969.092325136
2374,276369.241654388
2375,241924.716140164
2376,284617.721056605
2377,276842.32513081
2378,124215.527061692
2379,219803.096190095
2380,149663.885236629
2381,168395.685760825
2382,165319.860464794
2383,185670.608978206
2384,254307.750325406
2385,152040.206041103
2386,145365.634535781
2387,144819.890350033
2388,123692.995912136
2389,148367.860873885
2390,143212.034527305
2391,149049.997483521
2392,104159.024051946
2393,165372.440172553
2394,162630.923069304
2395,197907.520464855
2396,156018.767995742
2397,196206.802670115
2398,128030.043406589
2399,137014.379142761
2400,109255.185083562
2401,107868.123736022
2402,140310.425509945
2403,111700.830939478
2404,159358.972696206
2405,175858.468550516
2406,149301.367118988
2407,127559.351777157
2408,147531.347302329
2409,142104.379072887
2410,204013.900090696
2411,119691.692949827
2412,154937.32251156
2413,123851.057305776
2414,136023.31760301
2415,131546.193758242
2416,112021.384279196
2417,119401.302672167
2418,125369.750824483
2419,132501.680791468
2420,159265.384487029
2421,149633.095088006
2422,110123.814883077
2423,161451.534141203
2424,139157.249591043
2425,179405.012018082
2426,135482.750575749
2427,145577.900191456
2428,202221.084020779
2429,119552.058514119
2430,137779.978856412
2431,137874.69680541
2432,145877.042206999
2433,145450.192138322
2434,131286.707380659
2435,164976.852604765
2436,126722.694279642
2437,106733.063605652
2438,148959.750961097
2439,148294.714335597
2440,119400.363172743
2441,154332.391936489
2442,120822.527231609
2443,164356.294322672
2444,155270.719101524
2445,122229.554312304
2446,129874.481955623
2447,182317.209341655
2448,140232.43956394
2449,123090.986025087
2450,130827.791250251
2451,158287.486341669
2452,167205.863435182
2453,121644.677640935
2454,146750.934527769
2455,138300.502246783
2456,137836.052694843
2457,119456.659601131
2458,165055.905869729
2459,140139.153444618
2460,138167.471870074
2461,114154.346753029
2462,132159.020085049
2463,137314.513868616
2464,131733.018810147
2465,147912.754055747
2466,132574.760988158
2467,167437.956788029
2468,108367.14956344
2469,108733.207936608
2470,178433.128877809
2471,192440.079967496
2472,154788.076118607
2473,139525.503192686
2474,120731.584961777
2475,185950.02436455
2476,120562.588588442
2477,128023.63447981
2478,151502.403869274
2479,113892.501880497
2480,190819.043858985
2481,163565.564533698
2482,128584.033197286
2483,130770.465255708
2484,137226.779961093
2485,128681.172789174
2486,138309.099109419
2487,200880.989791433
2488,178308.123943185
2489,162606.396469804
2490,183267.161366103
2491,126816.633672725
2492,172125.662554707
2493,152639.491488184
2494,137143.538189986
2495,113901.318182488
2496,216881.79615961
2497,156400.570145385
2498,118979.585407399
2499,131343.581878532
2500,171556.247932695
2501,123978.936658376
2502,167028.086802913
2503,117966.127149265
2504,167461.996840501
2505,236491.546500273
2506,245681.925613459
2507,204297.380130175
2508,245646.139601894
2509,218587.111506227
2510,224701.955453322
2511,191776.258502105
2512,237007.433184262
2513,269209.992658743
2514,251341.895889375
2515,133268.896346857
2516,176117.926755948
2517,130037.178466551
2518,140070.272804131
2519,259630.189572582
2520,242605.782621234
2521,207810.2022428
2522,252315.682541281
2523,132137.698355554
2524,149877.581842813
2525,143120.062915555
2526,125798.228239742
2527,128146.843088314
2528,117882.295181301
2529,147070.015817758
2530,135511.533624735
2531,255311.689666641
2532,238069.931278216
2533,230749.429075905
2534,288057.697234138
2535,275422.66176099
2536,282087.633990818
2537,264569.383162891
2538,205173.469382552
2539,206803.947939202
2540,208408.020025552
2541,222869.594468413
2542,208076.723145865
2543,193640.174350639
2544,110619.788110764
2545,135609.079843707
2546,139729.194104117
2547,136576.354897222
2548,153478.92057588
2549,157825.564741748
2550,457146.602550375
2551,193061.788318662
2552,115665.951209688
2553,134936.48829245
2554,103707.10519129
2555,124398.098266164
2556,128954.93752259
2557,117864.192892148
2558,150259.696121235
2559,124614.758116499
2560,135742.003497161
2561,139032.187994467
2562,134118.89356999
2563,135821.691556967
2564,160751.814156881
2565,147977.116641081
2566,155191.203337596
2567,126660.113652775
2568,223651.159323012
2569,185867.635895823
2570,144309.351617188
2571,155264.615365839
2572,155728.267615476
2573,228869.81840771
2574,208931.265440062
2575,147878.872335933
2576,152235.933451445
2577,161180.141707426
2578,102402.87680837
2579,113308.810543734
2580,122995.558178005
2581,123696.862497002
2582,171271.688859011
2583,301234.716716545
2584,181408.749795913
2585,235444.562563167
2586,231091.244336041
2587,168388.006695731
2588,125218.593890081
2589,156021.2434808
2590,267391.86966266
2591,270438.980859044
2592,194159.226019901
2593,227755.24858449
2594,146056.48610491
2595,205811.456556595
2596,315771.908494675
2597,212632.33200404
2598,282884.508199827
2599,270983.073149651
2600,145162.605948616
2601,153366.866370727
2602,124501.235363793
2603,142618.652918094
2604,133389.911170898
2605,121905.637250101
2606,203509.230405696
2607,210611.891096551
2608,214607.586291475
2609,174894.927692253
2610,122562.685710935
2611,148592.533426891
2612,146548.999692466
2613,134754.03274673
2614,126500.371529918
2615,133844.613030879
2616,197782.456657334
2617,186368.639231302
2618,302599.562981227
2619,183231.471685467
2620,174976.384457045
2621,170457.166131189
2622,174705.481630052
2623,248165.997133095
2624,252576.455795255
2625,211745.51217777
2626,173044.531290836
2627,126955.201242764
2628,345906.42016756
2629,345082.113939527
2630,288844.302842565
2631,323898.005560266
2632,302445.396256959
2633,278772.608567485
2634,320025.196426652
2635,172385.147286515
2636,165702.165847884
2637,249409.973654562
2638,248322.634240024
2639,201943.312057736
2640,143656.862304438
2641,107119.116678517
2642,208906.332342291
2643,159667.996832415
2644,184300.667247839
2645,150685.182556485
2646,158914.205700294
2647,167086.898817685
2648,153656.364570574
2649,145473.626386646
2650,114067.235300359
2651,155676.034910741
2652,279270.239228392
2653,237764.991436439
2654,218534.396426584
2655,325239.203915993
2656,287745.537033835
2657,286049.097117985
2658,244764.998657163
2659,268008.744612323
2660,267593.882975667
2661,301529.190882542
2662,327846.472617103
2663,248498.006497917
2664,250975.963384502
2665,284391.889768252
2666,272251.360268649
2667,220660.32837494
2668,204702.864592613
2669,195857.987450615
2670,262168.758608724
2671,205568.219900064
2672,220344.432698227
2673,232003.990796705
2674,227255.556119995
2675,217826.071662561
2676,226342.577934766
2677,182051.217834555
2678,222295.644053545
2679,265050.36395664
2680,271523.800727913
2681,347511.45401857
2682,285647.001831636
2683,359622.933907252
2684,313481.208967792
2685,282635.629377516
2686,247112.528356331
2687,241200.872663033
2688,199696.104747841
2689,192797.111402557
2690,263234.607096368
2691,208896.795016332
2692,134801.473505597
2693,208441.134794744
2694,137106.211710824
2695,222658.859327399
2696,214300.760444495
2697,157770.657587094
2698,222426.329421183
2699,206049.961057419
2700,195298.092791555
2701,170956.245846041
2702,113172.270999589
2703,137408.242038588
2704,136304.711170294
2705,120616.414314266
2706,121975.008169182
2707,120804.355176028
2708,123435.104584006
2709,110685.51937645
2710,142671.202628328
2711,325091.7480985
2712,382188.127421435
2713,208411.764882266
2714,193256.486282323
2715,240657.672764875
2716,199330.865548207
2717,217964.121796215
2718,210632.834796818
2719,155782.250972644
2720,153371.423548073
2721,132278.973826908
2722,179738.791150479
2723,188355.223176873
2724,162118.70916322
2725,131713.233977821
2726,150257.041893528
2727,202101.530823996
2728,154280.459623777
2729,156846.137429097
2730,131505.436566467
2731,139409.99903646
2732,123603.708392248
2733,151009.651677688
2734,155523.714069387
2735,147086.945079124
2736,146898.4246333
2737,118796.417036639
2738,109368.887627128
2739,168803.733033877
2740,148085.44920989
2741,159307.833439235
2742,197721.76502735
2743,176482.32765959
2744,154063.811100667
2745,164963.272144286
2746,128868.903885799
2747,195796.687400351
2748,118480.345160777
2749,137789.856559216
2750,121687.934939063
2751,129584.196847237
2752,209697.255127351
2753,128375.62398577
2754,196053.095571026
2755,116584.607850286
2756,132686.280490714
2757,110622.85786642
2758,128629.386139841
2759,146134.231753525
2760,151392.330342371
2761,178213.65539596
2762,144047.755412375
2763,182778.586347603
2764,165718.768157169
2765,209762.851485113
2766,147997.458246531
2767,114741.254857134
2768,104406.105933116
2769,130220.020782776
2770,119601.751014866
2771,119622.775708156
2772,120059.311877635
2773,184038.1785587
2774,142603.713969406
2775,149521.101346795
2776,140238.939693633
2777,130539.288935192
2778,149688.455730448
2779,176079.78059657
2780,107492.260425545
2781,103324.120962976
2782,112107.146581246
2783,120725.496803891
2784,118517.76973082
2785,162427.456752639
2786,116110.355698763
2787,124463.648573789
2788,118464.727976654
2789,126352.079345569
2790,123202.331435329
2791,108117.736198926
2792,111005.409638643
2793,138843.388025021
2794,153961.487859706
2795,133810.841253248
2796,104700.66795194
2797,147622.25470849
2798,123886.826728769
2799,132103.382677224
2800,119796.542131581
2801,109584.345968036
2802,137705.843638678
2803,111855.468641898
2804,147801.846369329
2805,129626.557232859
2806,103489.633508475
2807,131310.010556856
2808,176207.861573254
2809,123274.78874237
2810,130613.967663047
2811,177928.132278885
2812,181055.043846465
2813,132799.83116524
2814,141409.356827237
2815,132199.917002614
2816,185148.766486636
2817,162737.807431201
2818,146838.302496502
2819,213733.634115214
2820,153331.243697528
2821,158681.837423293
2822,177344.044233928
2823,219735.738036764
2824,188305.602713953
2825,168944.109616306
2826,149495.399014986
2827,131260.315918563
2828,258676.64321502
2829,200370.902356698
2830,207209.179587304
2831,202623.610532939
2832,235388.752921881
2833,264220.214669812
2834,236682.646060123
2835,250491.766264663
2836,258451.208901489
2837,158458.298547339
2838,136368.103547715
2839,231185.937725249
2840,154780.078727398
2841,217627.914182137
2842,244525.320237089
2843,151748.273527811
2844,135700.712002741
2845,111124.324499669
2846,236540.051782654
2847,199342.90782384
2848,216486.958390181
2849,212100.997267366
2850,274797.913151962
2851,224766.314026391
2852,227036.548865843
2853,246718.192711196
2854,218637.04335591
2855,207586.993993714
2856,212530.067019731
2857,212230.914311502
